鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
台東市,房地(土地+建物),臺東縣臺東市興航街91~120號,203.95,住,,,1090429,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,1030616,287.8,4,2,5,有,無,有,33800,117,,0.0,0,,RPQNMLLKNHPFFAV17CC
台東市,房地(土地+建物),臺東縣臺東市新生路691~720號,120.0,住,,,1090515,土地1建物1車位0,全,2,透天厝,住家用,見其他登記事項,0630624,45.36,0,2,1,有,無,無,16000,353,,0.0,0,,RPTNMLKLNHPFFAV47CC
台東市,房地(土地+建物),臺東縣臺東市四維路三段211~240號,108.7,住,,,1090430,土地2建物1車位0,一層,3,店面(店鋪),見其他登記事項,見其他登記事項,1030417,50.4,0,1,1,有,無,有,16000,317,,0.0,0,,RPWNMLKLNHPFFAV77CC
