鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
新竹市,房地(土地+建物)+車位,新竹市新竹市中山路601~630號,26.03,住,,,1090426,土地3建物1車位1,四層,五層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1080716,125.33000000000001,3,2,2,有,有,9750000,74807,升降機械,5.02,750000,,RPOOMLLKNHPFFAO78CA
新竹市,房地(土地+建物),新竹市新竹市自由路95巷1~30號,17.62,商,,,1090410,土地1建物1車位0,一層，二層,十四層,店面(店鋪),見其他登記事項,鋼筋混凝土造,1070820,134.79,0,0,0,無,有,18200000,135025,,0.0,0,,RPWNMLMKNHPFFAO96CA
新竹市,房地(土地+建物),新竹市新竹市光復路二段155巷10弄1~30號,10.62,住,,,1090418,土地3建物1車位0,三層,七層,華廈(10層含以下有電梯),辦公室,鋼筋混凝土造,0960412,38.74,2,1,1,有,有,3900000,100671,,0.0,0,,RPPOMLMKNHPFFAO98CA
新竹市,房地(土地+建物)+車位,新竹市新竹市慈雲路121~150號,20.9,商,,,1090315,土地1建物1車位2,二十四層,二十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1031208,262.5,4,2,2,有,有,21050000,89664,坡道平面,59.52,2850000,,RPXOMLMKNHPFFAO17CA
新竹市,房地(土地+建物)+車位,新竹市新竹市民主路121~150號,16.13,住,,,1090407,土地1建物1車位1,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0841009,106.06,3,2,2,有,有,6600000,62229,坡道機械,0.0,0,陽台外移,RPUPMLMKNHPFFAO96CA
新竹市,土地,麗園段301~330地號,1092.39,,山坡地保育區,農牧用地,1090420,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4670000,4275,,0.0,0,部分土地為道路用地，依公告現值計價,RPSQMLMKNHPFFAO86CA
新竹市,房地(土地+建物),新竹市新竹市至善街35巷31~60號,13.83,,山坡地保育區,丙種建築用地,1090421,土地2建物3車位0,三層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0860707,29.740000000000002,1,0,1,有,有,550000,18494,,0.0,0,,RPRNMLNKNHPFFAO56CA
新竹市,房地(土地+建物),新竹市新竹市閑谷街51巷31~60號,252.48,,山坡地保育區,丙種建築用地,1080114,土地7建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1090303,203.71,4,2,3,有,有,10750000,52771,,0.0,0,,RPRRMLPKNHPFFAO17CA
新竹市,房地(土地+建物),新竹市新竹市閑谷街51巷31~60號,222.98,,山坡地保育區,丙種建築用地,1080113,土地7建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1090303,199.18,4,2,3,有,有,10250000,51461,,0.0,0,,RPSRMLPKNHPFFAO27CA
新竹市,房地(土地+建物),新竹市新竹市閑谷街51巷31~60號,222.98,,山坡地保育區,丙種建築用地,1080309,土地7建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1090303,199.18,4,2,3,有,有,10080000,50607,,0.0,0,,RPTRMLPKNHPFFAO37CA
新竹市,房地(土地+建物),新竹市新竹市閑谷街51巷31~60號,236.79,,山坡地保育區,丙種建築用地,1080113,土地7建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1090303,199.18,4,2,3,有,有,10320000,51812,,0.0,0,,RPURMLPKNHPFFAO47CA
新竹市,房地(土地+建物),新竹市新竹市閑谷街51巷31~60號,247.48,,山坡地保育區,丙種建築用地,1071231,土地7建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1090303,199.32,4,2,3,有,有,11080000,55589,,0.0,0,,RPVRMLPKNHPFFAO57CA
新竹市,房地(土地+建物),新竹市新竹市閑谷街51巷31~60號,228.88,,山坡地保育區,丙種建築用地,1071228,土地7建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1090303,199.32,4,2,3,有,有,10300000,51676,,0.0,0,,RPWRMLPKNHPFFAO67CA
新竹市,房地(土地+建物),新竹市新竹市閑谷街51巷31~60號,231.12,,山坡地保育區,丙種建築用地,1080118,土地7建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1090303,199.32,4,2,3,有,有,10850000,54435,,0.0,0,,RPXRMLPKNHPFFAO77CA
新竹市,房地(土地+建物),新竹市新竹市閑谷街51巷31~60號,218.62,,山坡地保育區,丙種建築用地,1080201,土地7建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1090303,196.5,4,2,3,有,有,10620000,54046,,0.0,0,,RPOSMLPKNHPFFAO96CA
