鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
秀水鄉,房地(土地+建物),彰化縣秀水鄉安溪街91~120號,495.8,工,,,1090514,土地1建物1車位0,一層,1,工廠,工業用,鋼筋混凝土加強磚造,0621201,495.8,0,0,0,無,無,無,31500,,,0.0,0,,RPOSMLOKNHPFFAN07DC
和美鎮,房地(土地+建物),彰化縣和美鎮和光路145巷1~30號,16.0,住,,,1090422,土地1建物1車位0,全,4,透天厝,住商用,鋼筋混凝土加強磚造,0690930,16.0,12,0,12,有,無,有,6300,394,,0.0,0,,RPPNMLSKNHPFFBN07CC
和美鎮,房地(土地+建物),彰化縣和美鎮和光路145巷1~30號,70.0,住,,,1090422,土地1建物1車位0,全,4,透天厝,住商用,鋼筋混凝土加強磚造,0690930,70.0,12,0,12,有,無,有,24600,351,,0.0,0,,RPQNMLSKNHPFFBN17CC
福興鄉,土地,新生段1651~1680地號,78.0,住,,,1090518,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,18000,231,,0.0,0,,RPRNMLTKNHPFFCN47CC
員林市,房地(土地+建物),彰化縣員林市北和街53巷1~30號,85.93,住,,,1090511,土地1建物1車位0,全,5,透天厝,住家用,鋼筋混凝土造,0810303,241.37,8,3,6,有,無,無,20000,83,,0.0,0,,RPVNMLTKNHPFFDN97CC
