編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPPNMLNKNHPFFBM09CC,22,159.99,住家用,鋼筋混凝土造,87年5月26日,三層,
RPRNMLSKNHPFFBM27DC,25,258.44,住家用,鋼筋混凝土造,84年11月2日,四層,
RPTNMLPKNHPFFAM96CC,13,166.85,住商用,鋼筋混凝土造,96年5月10日,四層,
